Global;Seq Size;Center;Standard Amplitude;Min;25%;50%;75%;Max;Minimizer;Maximizer;Var Center;Var Standard Amplitude;Var Min;Var 25%;Var 50%;Var 75%;Var Max;Var Minimizer;Var Maximizer
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
1.5335319195452557;6.0;1.533394946376853;0.03359415146008156;1.4847237723214286;1.5181728952710578;1.5288881656583666;1.560493273061896;1.5722401272845954;0.25;0.625;0.008410721791997621;0.03348245271707793;-0.03031015037593976;-0.015152595627238918;0.0016446026436032213;0.042866040670697325;0.04300571164886624;0.125;0.375
